Academic Yr,Year Term,Semester,Ungrad Grad,Entry Status,College/School,Academic Division,Academic Department,Major Short Nm,Student Headcount,Prorated Student Count
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Physics,Physics,144,108.8333333
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Statistics,Statistics,184,126.1666667
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,African American Studies,African American Studies,17,15.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Anthropology,Anthropology,168,141.3333333
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Economics,Economics,627,508.8333333
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Asian Am & Asian Diasp St,13,11
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Asian American Studies,4,3
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Chicano Studies,25,18
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Ethnic Studies,51,40.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Native American Studies,5,4
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Gender & Womens Studies,Gender & Womens Studies,39,31.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Geography,Geography,61,51
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,History,History,216,189.8333333
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies,3,2
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,10,8
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - Japan,1,1
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Cognitive Science,192,170.8333333
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Development Studies,22,17
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,5,4
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Middle Eastern Studies,6,5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,66,56.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Pol Econ of Indust Soc,3,2.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Political Economy,239,217.8333333
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Linguistics,Linguistics,86,73
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Political Science,Political Science,574,495
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Psychology,Psychology,388,312.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Sociology,Sociology,252,221.3333333
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undeclared, Undeclared,Letters & Sci Undeclared,8340,8340
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,130,117.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,103,96.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies, Environmental Sciences,3,3
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Mass Communications,1,0.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Media Studies,260,208.1666667
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,8,6
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Haas School of Business,Haas School of Business,Business,Business Administration,504,443.6666667
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,146,126.8333333
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,124,111
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,168,158
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,26,24
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,309,303.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,138,121.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Molecular Toxicology,84,82
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nut Sci-Physio & Metabol,82,80.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Dietetics,19,17.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Science,80,80
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Other Clg of Natural Res Pgms,CNR Undeclared,243,243
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,35,32.5
2012-13,2012 Fall,Fall,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Microbial Biology,84,81.33333333
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,2,2
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,3,3
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Administered Programs, Computer Science, Computer Science,2,2
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Administered Programs, Social Welfare, Social Welfare,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,English,English,5,5
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,Philosophy,Philosophy,2,2
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,Theater Dance & Perf Stds,Dance & Perf Studies,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Integrative Biology,Integrative Biology,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,Biochemistry,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Biochem & Mol Biol,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Cell & Dev Biology,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Genetics,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Neurobiology,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Other Bio Sciences Pgms,Biological Sciences,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Math & Phys Sciences Div,Astronomy,Astrophysics,1,0.5
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Mathematics,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Math & Phys Sciences Div,Physics,Physics,1,0.5
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,African American Studies,African American Studies,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Anthropology,Anthropology,2,2
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Ethnic Studies,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,History,History,2,2
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Development Studies,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Pol Econ of Indust Soc,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Political Economy,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Political Science,Political Science,3,3
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Psychology,Psychology,2,2
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Sociology,Sociology,3,3
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Undeclared, Undeclared,Letters & Sci Undeclared,18,18
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,1,1
2012-13,2012 Fall,Fall,Undergraduate,Other,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,1,1
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/MSE Joint Major,16,16
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/NE Joint Major,2,2
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,65,64.5
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,48,48
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,36,34.83333333
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,30,30
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,89,89
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,194,193
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,BioE/MSE Joint Major,2,2
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,EECS/MSE Joint Major,8,8
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,EECS/NE Joint Major,2,2
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,ME/NE Joint Major,5,5
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/ME Joint Major,5,5
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/NE Joint Major,1,1
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,3,3
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,8,8
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Environmental Eng Science,3,3
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,21,21
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,11,11
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,134,134
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,10,10
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,120,119.5
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,16,16
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,8,8
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Chemistry, Chemistry,5,4.5
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Computer Science, Computer Science,62,60
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Envir Econ & Policy, Environ Econ & Policy,8,8
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Legal Studies, Legal Studies,49,44
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Public Health, Public Health,20,19.5
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Social Welfare, Social Welfare,71,65
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Civilizations,4,3.5
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Languages,3,2.5
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Art Practice,Art,31,28
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Comparative Literature,Comparative Literature,20,19.5
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,4,3.5
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,17,16
2012-13,2012 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,English,English,290,277
